source_file,line,field,context,generated_url,output_location,root_cause,recommended_fix,selected_for_change
src/content/brands/macbook-air-m3.md,7,pageH1,"pageH1: ""รับซื้อ MacBook Air M3 มือสอง หลายรุ่นยอดนิยมยอดนิยม""",https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook-air-m3/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/macbook.md,4,description,description: รับซื้อ MacBook มือสองหลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามชิปหน่วยประมวลผล สุขภาพแบตเตอรี่ และสภาพจริงของเครื่องอย่างโปร่งใส ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/macbook/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/msi-modern.md,4,description,description: รับซื้อ MSI Modern มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของบอดี้ และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-modern/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/msi-modern.md,7,pageH1,pageH1: รับซื้อ MSI Modern มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi-modern/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/msi.md,4,description,description: รับซื้อโน๊ตบุ๊ค MSI มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามซีรีส์ สเปก และรหัสเครื่องจริง ส่งรูปประเมินราคาประเมินอ้างอิงผ่าน LINE @webuy ได้อย่างรวดเร็ว ตอบกลับรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/msi.md,7,pageH1,pageH1: รับซื้อโน๊ตบุ๊ค MSI มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/msi/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/samsung.md,4,description,description: รับซื้อโน๊ตบุ๊ค Samsung มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพจริงของเครื่องบางเบา และจอแสดงผล AMOLED ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/samsung/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/surface-laptop.md,4,description,description: รับซื้อ Surface Laptop มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพหน้าจอทัชสกรีน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-laptop/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/surface-laptop.md,7,pageH1,pageH1: รับซื้อ Surface Laptop มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-laptop/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/surface-pro.md,4,description,description: รับซื้อ Surface Pro มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพหน้าจอทัชสกรีน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-pro/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/surface-pro.md,7,pageH1,pageH1: รับซื้อ Surface Pro มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface-pro/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/surface.md,4,description,description: รับซื้อ Microsoft Surface มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามซีรีส์ สเปก สภาพจอทัชสกรีน และระดับสุขภาพแบตเตอรี่จริง ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว ตอบกลับไว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/surface.md,7,pageH1,pageH1: รับซื้อ Microsoft Surface มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/surface/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/thinkpad-e14-e15.md,4,description,description: รับซื้อ Lenovo ThinkPad E14 / E15 มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องทำงาน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/thinkpad-e14-e15.md,7,pageH1,pageH1: รับซื้อ Lenovo ThinkPad E14 / E15 มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-e14-e15/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/thinkpad-t14.md,4,description,description: รับซื้อ Lenovo ThinkPad T14 มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพความแข็งแรงของเครื่องทำงาน และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาประเมินอ้างอิงทาง LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/thinkpad-t14.md,7,pageH1,pageH1: รับซื้อ Lenovo ThinkPad T14 มือสอง หลายรุ่นยอดนิยมยอดนิยม,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-t14/,H1,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
src/content/brands/thinkpad-x1-carbon.md,4,description,description: รับซื้อ Lenovo ThinkPad X1 Carbon มือสอง หลายรุ่นยอดนิยมยอดนิยม ประเมินราคาตามสเปก สภาพตัวเครื่องคาร์บอนไฟเบอร์ และระดับสุขภาพแบตเตอรี่ ส่งรูปเช็คราคาผ่าน LINE @webuy ได้อย่างรวดเร็ว,https://ร้านรับซื้อโน๊ตบุ๊ค.com/รับซื้อโน๊ตบุ๊ค/thinkpad-x1-carbon/,meta description|body intro|WebPage/Service schema,literal_frontmatter_duplication,"replace exact ""ยอดนิยมยอดนิยม"" with ""ยอดนิยม""",true
