Brand,Series,Model,Field,Value,Source path,Verified,Confidence,Used in content
dell,dell-vostro,,popularModels_chip,Vostro 5000 ซีรีส์,src/content/brands/dell-vostro.md,repo_frontmatter,medium,yes
dell,dell-vostro,,prose_or_frontmatter_mention,Intel Core i3,src/content/brands/dell-vostro.md,repo_text,medium_low,yes
dell,dell-vostro,,prose_or_frontmatter_mention,AMD Ryzen 3,src/content/brands/dell-vostro.md,repo_text,medium_low,yes
dell,,dell-xps-13-15,popularModels_chip,"XPS 13",src/content/brands/dell-xps-13-15.md,repo_frontmatter,medium,yes
dell,,dell-xps-13-15,popularModels_chip,"XPS 15",src/content/brands/dell-xps-13-15.md,repo_frontmatter,medium,yes
dell,,dell-xps-13-15,popularModels_chip,XPS ที่ใช้จอ 3K / 4K,src/content/brands/dell-xps-13-15.md,repo_frontmatter,medium,yes
dell,,,popularModels_chip,"Dell Latitude / Vostro",src/content/brands/dell.md,repo_frontmatter,medium,yes
dell,,,popularModels_chip,"Dell XPS 13 / 15",src/content/brands/dell.md,repo_frontmatter,medium,yes
dell,,,popularModels_chip,Dell Inspiron 15 / G15,src/content/brands/dell.md,repo_frontmatter,medium,yes
gaming,,,popularModels_chip,"ASUS TUF / ROG",src/content/brands/gaming.md,repo_frontmatter,medium,yes
gaming,,,popularModels_chip,"Acer Nitro / Predator",src/content/brands/gaming.md,repo_frontmatter,medium,yes
gaming,,,popularModels_chip,"Lenovo Legion / LOQ",src/content/brands/gaming.md,repo_frontmatter,medium,yes
gaming,,,popularModels_chip,"MSI Katana / Stealth",src/content/brands/gaming.md,repo_frontmatter,medium,yes
gaming,,,popularModels_chip,HP OMEN / Victus,src/content/brands/gaming.md,repo_frontmatter,medium,yes
gaming,,,prose_or_frontmatter_mention,m1,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,RTX 4060,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,RTX 4050,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,RTX 3060,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,RTX 4080,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,RTX 3050,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,144Hz,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,165Hz,src/content/brands/gaming.md,repo_text,medium_low,yes
gaming,,,prose_or_frontmatter_mention,240Hz,src/content/brands/gaming.md,repo_text,medium_low,yes
gigabyte,gigabyte-aorus,,popularModels_chip,"Aorus 15",src/content/brands/gigabyte-aorus.md,repo_frontmatter,medium,yes
gigabyte,gigabyte-aorus,,popularModels_chip,"Aorus 17",src/content/brands/gigabyte-aorus.md,repo_frontmatter,medium,yes
gigabyte,gigabyte-aorus,,popularModels_chip,Aorus ที่ใช้ RTX 4060 / 4070,src/content/brands/gigabyte-aorus.md,repo_frontmatter,medium,yes
gigabyte,gigabyte-aorus,,prose_or_frontmatter_mention,RTX 4060,src/content/brands/gigabyte-aorus.md,repo_text,medium_low,yes
gigabyte,,,popularModels_chip,"Aorus 15",src/content/brands/gigabyte.md,repo_frontmatter,medium,yes
gigabyte,,,popularModels_chip,"Aorus 17",src/content/brands/gigabyte.md,repo_frontmatter,medium,yes
gigabyte,,,popularModels_chip,Aero 14 / 16,src/content/brands/gigabyte.md,repo_frontmatter,medium,yes
honor,honor-magicbook,,popularModels_chip,"MagicBook 14",src/content/brands/honor-magicbook.md,repo_frontmatter,medium,yes
honor,honor-magicbook,,popularModels_chip,"MagicBook 15",src/content/brands/honor-magicbook.md,repo_frontmatter,medium,yes
honor,honor-magicbook,,popularModels_chip,MagicBook X 14,src/content/brands/honor-magicbook.md,repo_frontmatter,medium,yes
honor,,,popularModels_chip,"MagicBook 14",src/content/brands/honor.md,repo_frontmatter,medium,yes
honor,,,popularModels_chip,"MagicBook 15",src/content/brands/honor.md,repo_frontmatter,medium,yes
honor,,,popularModels_chip,MagicBook X,src/content/brands/honor.md,repo_frontmatter,medium,yes
hp,hp-elitebook,,popularModels_chip,"EliteBook 600 ซีรีส์",src/content/brands/hp-elitebook.md,repo_frontmatter,medium,yes
hp,hp-elitebook,,popularModels_chip,"EliteBook 800 ซีรีส์ (840 / 850)",src/content/brands/hp-elitebook.md,repo_frontmatter,medium,yes
hp,hp-elitebook,,popularModels_chip,EliteBook 1000 ซีรีส์ (รุ่นบางเบาพรีเมียม),src/content/brands/hp-elitebook.md,repo_frontmatter,medium,yes
hp,hp-elitebook,,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/hp-elitebook.md,repo_text,medium_low,yes
hp,hp-elitebook,,prose_or_frontmatter_mention,AMD Ryzen 5,src/content/brands/hp-elitebook.md,repo_text,medium_low,yes
hp,,hp-envy-x360,popularModels_chip,"Envy x360 13",src/content/brands/hp-envy-x360.md,repo_frontmatter,medium,yes
hp,,hp-envy-x360,popularModels_chip,"Envy x360 14",src/content/brands/hp-envy-x360.md,repo_frontmatter,medium,yes
hp,,hp-envy-x360,popularModels_chip,Envy x360 15,src/content/brands/hp-envy-x360.md,repo_frontmatter,medium,yes
hp,,hp-envy-x360,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/hp-envy-x360.md,repo_text,medium_low,yes
hp,,hp-omen-16,popularModels_chip,"OMEN 16 RTX 4060",src/content/brands/hp-omen-16.md,repo_frontmatter,medium,yes
hp,,hp-omen-16,popularModels_chip,"OMEN 16 RTX 4070",src/content/brands/hp-omen-16.md,repo_frontmatter,medium,yes
hp,,hp-omen-16,popularModels_chip,OMEN 16 ที่อัปเกรด SSD / RAM แล้ว,src/content/brands/hp-omen-16.md,repo_frontmatter,medium,yes
hp,,hp-omen-16,prose_or_frontmatter_mention,RTX 4060,src/content/brands/hp-omen-16.md,repo_text,medium_low,yes
hp,,hp-omen-16,prose_or_frontmatter_mention,RTX 4070,src/content/brands/hp-omen-16.md,repo_text,medium_low,yes
hp,,hp-omen-16,prose_or_frontmatter_mention,RTX 3060,src/content/brands/hp-omen-16.md,repo_text,medium_low,yes
hp,,hp-omen-16,prose_or_frontmatter_mention,RTX 4050,src/content/brands/hp-omen-16.md,repo_text,medium_low,yes
hp,,hp-omen-17,popularModels_chip,"OMEN 17 RTX 4060",src/content/brands/hp-omen-17.md,repo_frontmatter,medium,yes
hp,,hp-omen-17,popularModels_chip,"OMEN 17 RTX 4070",src/content/brands/hp-omen-17.md,repo_frontmatter,medium,yes
hp,,hp-omen-17,popularModels_chip,OMEN 17 RTX 4080,src/content/brands/hp-omen-17.md,repo_frontmatter,medium,yes
hp,,hp-omen-17,prose_or_frontmatter_mention,RTX 4060,src/content/brands/hp-omen-17.md,repo_text,medium_low,yes
hp,,hp-omen-17,prose_or_frontmatter_mention,RTX 4070,src/content/brands/hp-omen-17.md,repo_text,medium_low,yes
hp,,hp-omen-17,prose_or_frontmatter_mention,RTX 4080,src/content/brands/hp-omen-17.md,repo_text,medium_low,yes
hp,,hp-omen-17,prose_or_frontmatter_mention,RTX 3070,src/content/brands/hp-omen-17.md,repo_text,medium_low,yes
hp,,hp-omen-17,prose_or_frontmatter_mention,17.3 นิ้ว,src/content/brands/hp-omen-17.md,repo_text,medium_low,yes
hp,,hp-omen-transcend,popularModels_chip,"OMEN Transcend 14",src/content/brands/hp-omen-transcend.md,repo_frontmatter,medium,yes
hp,,hp-omen-transcend,popularModels_chip,"OMEN Transcend 16",src/content/brands/hp-omen-transcend.md,repo_frontmatter,medium,yes
hp,,hp-omen-transcend,popularModels_chip,OMEN Transcend RTX 4060 / 4070,src/content/brands/hp-omen-transcend.md,repo_frontmatter,medium,yes
hp,,hp-omen-transcend,prose_or_frontmatter_mention,RTX 4060,src/content/brands/hp-omen-transcend.md,repo_text,medium_low,yes
hp,,hp-omen-transcend,prose_or_frontmatter_mention,14 นิ้ว,src/content/brands/hp-omen-transcend.md,repo_text,medium_low,yes
hp,,hp-omen-transcend,prose_or_frontmatter_mention,16 นิ้ว,src/content/brands/hp-omen-transcend.md,repo_text,medium_low,yes
hp,hp-pavilion,,popularModels_chip,"Pavilion 14 / 15",src/content/brands/hp-pavilion.md,repo_frontmatter,medium,yes
hp,hp-pavilion,,popularModels_chip,"Pavilion x360 (พับหน้าจอได้ 360 องศา)",src/content/brands/hp-pavilion.md,repo_frontmatter,medium,yes
hp,hp-pavilion,,popularModels_chip,Pavilion Aero 13 (รุ่นบางเบาพิเศษ),src/content/brands/hp-pavilion.md,repo_frontmatter,medium,yes
hp,hp-pavilion,,prose_or_frontmatter_mention,Intel Core i3,src/content/brands/hp-pavilion.md,repo_text,medium_low,yes
hp,hp-pavilion,,prose_or_frontmatter_mention,AMD Ryzen 3,src/content/brands/hp-pavilion.md,repo_text,medium_low,yes
hp,hp-pavilion,,prose_or_frontmatter_mention,13.3 นิ้ว,src/content/brands/hp-pavilion.md,repo_text,medium_low,yes
hp,hp-pavilion,,prose_or_frontmatter_mention,14 นิ้ว,src/content/brands/hp-pavilion.md,repo_text,medium_low,yes
hp,hp-pavilion,,prose_or_frontmatter_mention,15.6 นิ้ว,src/content/brands/hp-pavilion.md,repo_text,medium_low,yes
hp,hp-probook,,popularModels_chip,"ProBook 400 ซีรีส์ (440 / 450)",src/content/brands/hp-probook.md,repo_frontmatter,medium,yes
hp,hp-probook,,popularModels_chip,"ProBook 600 ซีรีส์",src/content/brands/hp-probook.md,repo_frontmatter,medium,yes
hp,hp-probook,,popularModels_chip,ProBook x360 (พับหน้าจอได้),src/content/brands/hp-probook.md,repo_frontmatter,medium,yes
hp,hp-probook,,prose_or_frontmatter_mention,Intel Core i3,src/content/brands/hp-probook.md,repo_text,medium_low,yes
hp,hp-probook,,prose_or_frontmatter_mention,AMD Ryzen 3,src/content/brands/hp-probook.md,repo_text,medium_low,yes
hp,,hp-spectre-x360,popularModels_chip,"Spectre x360 13",src/content/brands/hp-spectre-x360.md,repo_frontmatter,medium,yes
hp,,hp-spectre-x360,popularModels_chip,"Spectre x360 14",src/content/brands/hp-spectre-x360.md,repo_frontmatter,medium,yes
hp,,hp-spectre-x360,popularModels_chip,Spectre x360 16,src/content/brands/hp-spectre-x360.md,repo_frontmatter,medium,yes
hp,,hp-spectre-x360,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/hp-spectre-x360.md,repo_text,medium_low,yes
hp,,hp-spectre-x360,prose_or_frontmatter_mention,"13.5""",src/content/brands/hp-spectre-x360.md,repo_text,medium_low,yes
hp,,hp-victus-15,popularModels_chip,"Victus 15 (Intel Core)",src/content/brands/hp-victus-15.md,repo_frontmatter,medium,yes
hp,,hp-victus-15,popularModels_chip,Victus 15 (AMD Ryzen),src/content/brands/hp-victus-15.md,repo_frontmatter,medium,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,AMD Ryzen 5,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,RTX 3050,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,RTX 4050,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,RTX 4060,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,GTX 1650,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,144Hz,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-15,prose_or_frontmatter_mention,15.6 นิ้ว,src/content/brands/hp-victus-15.md,repo_text,medium_low,yes
hp,,hp-victus-16,popularModels_chip,"Victus 16 (Intel Core)",src/content/brands/hp-victus-16.md,repo_frontmatter,medium,yes
hp,,hp-victus-16,popularModels_chip,Victus 16 (AMD Ryzen),src/content/brands/hp-victus-16.md,repo_frontmatter,medium,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,AMD Ryzen 5,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,RTX 3050,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,RTX 3060,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,RTX 4050,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,RTX 4060,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,RTX 4070,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,144Hz,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,165Hz,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-16,prose_or_frontmatter_mention,16.1 นิ้ว,src/content/brands/hp-victus-16.md,repo_text,medium_low,yes
hp,,hp-victus-17,popularModels_chip,"Victus 17 RTX 4050",src/content/brands/hp-victus-17.md,repo_frontmatter,medium,yes
hp,,hp-victus-17,popularModels_chip,"Victus 17 RTX 4060",src/content/brands/hp-victus-17.md,repo_frontmatter,medium,yes
hp,,hp-victus-17,popularModels_chip,Victus 17 ที่อัปเกรด RAM แล้ว,src/content/brands/hp-victus-17.md,repo_frontmatter,medium,yes
hp,,hp-victus-17,prose_or_frontmatter_mention,RTX 4050,src/content/brands/hp-victus-17.md,repo_text,medium_low,yes
hp,,hp-victus-17,prose_or_frontmatter_mention,RTX 4060,src/content/brands/hp-victus-17.md,repo_text,medium_low,yes
hp,,hp-victus-17,prose_or_frontmatter_mention,RTX 3050,src/content/brands/hp-victus-17.md,repo_text,medium_low,yes
hp,,hp-victus-17,prose_or_frontmatter_mention,GTX 1650,src/content/brands/hp-victus-17.md,repo_text,medium_low,yes
hp,,hp-victus-17,prose_or_frontmatter_mention,17.3 นิ้ว,src/content/brands/hp-victus-17.md,repo_text,medium_low,yes
hp,,,popularModels_chip,"HP Victus 15 / 16",src/content/brands/hp.md,repo_frontmatter,medium,yes
hp,,,popularModels_chip,"HP Omen 16 / Transcend",src/content/brands/hp.md,repo_frontmatter,medium,yes
hp,,,popularModels_chip,HP Pavilion / Envy / EliteBook,src/content/brands/hp.md,repo_frontmatter,medium,yes
hp,,,prose_or_frontmatter_mention,144Hz,src/content/brands/hp.md,repo_text,medium_low,yes
hp,,,prose_or_frontmatter_mention,165Hz,src/content/brands/hp.md,repo_text,medium_low,yes
huawei,huawei-matebook,,popularModels_chip,"MateBook D14",src/content/brands/huawei-matebook.md,repo_frontmatter,medium,yes
huawei,huawei-matebook,,popularModels_chip,"MateBook D15",src/content/brands/huawei-matebook.md,repo_frontmatter,medium,yes
huawei,huawei-matebook,,popularModels_chip,MateBook 14,src/content/brands/huawei-matebook.md,repo_frontmatter,medium,yes
huawei,,,popularModels_chip,"Huawei MateBook D14 / D15",src/content/brands/huawei.md,repo_frontmatter,medium,yes
huawei,,,popularModels_chip,"Huawei MateBook 14 / 16",src/content/brands/huawei.md,repo_frontmatter,medium,yes
huawei,,,popularModels_chip,Huawei MateBook X Pro,src/content/brands/huawei.md,repo_frontmatter,medium,yes
lenovo,,lenovo-ideapad-3-5,popularModels_chip,"IdeaPad Slim 3",src/content/brands/lenovo-ideapad-3-5.md,repo_frontmatter,medium,yes
lenovo,,lenovo-ideapad-3-5,popularModels_chip,"IdeaPad Slim 5",src/content/brands/lenovo-ideapad-3-5.md,repo_frontmatter,medium,yes
lenovo,,lenovo-ideapad-3-5,popularModels_chip,IdeaPad 3 / 5 ที่อัปเกรด SSD แล้ว,src/content/brands/lenovo-ideapad-3-5.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-5,popularModels_chip,"Legion 5 15 นิ้ว",src/content/brands/lenovo-legion-5.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-5,popularModels_chip,"Legion 5 16 นิ้ว",src/content/brands/lenovo-legion-5.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-5,popularModels_chip,Legion 5 RTX 4060 / 4070,src/content/brands/lenovo-legion-5.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,Intel Core i7,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,AMD Ryzen 7,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,RTX 4060,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,RTX 3060,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,144Hz,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,165Hz,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,15 นิ้ว,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-5,prose_or_frontmatter_mention,16 นิ้ว,src/content/brands/lenovo-legion-5.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro-7,popularModels_chip,"Legion Pro 7 RTX 4070",src/content/brands/lenovo-legion-pro-7.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-pro-7,popularModels_chip,"Legion Pro 7 RTX 4080",src/content/brands/lenovo-legion-pro-7.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-pro-7,popularModels_chip,Legion Pro 7 RTX 4090,src/content/brands/lenovo-legion-pro-7.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-pro-7,prose_or_frontmatter_mention,RTX 4070,src/content/brands/lenovo-legion-pro-7.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro-7,prose_or_frontmatter_mention,RTX 4080,src/content/brands/lenovo-legion-pro-7.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro-7,prose_or_frontmatter_mention,RTX 4090,src/content/brands/lenovo-legion-pro-7.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,popularModels_chip,"Legion Pro 5 / 5i",src/content/brands/lenovo-legion-pro.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-pro,popularModels_chip,Legion Pro 7 / 7i (รุ่นพรีเมียมสเปกท็อป),src/content/brands/lenovo-legion-pro.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,Intel Core i7,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,AMD Ryzen 7,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,RTX 3070,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,RTX 3080,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,RTX 4060,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,RTX 4070,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,RTX 4080,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,RTX 4090,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,165Hz,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,240Hz,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-pro,prose_or_frontmatter_mention,16 นิ้ว,src/content/brands/lenovo-legion-pro.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,popularModels_chip,"Legion Slim 5 / 5i",src/content/brands/lenovo-legion-slim.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-slim,popularModels_chip,Legion Slim 7 / 7i (รุ่นพรีเมียมบางเบาสเปกท็อป),src/content/brands/lenovo-legion-slim.md,repo_frontmatter,medium,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,Intel Core i7,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,AMD Ryzen 7,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,RTX 3060,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,RTX 4060,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,RTX 4070,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,165Hz,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,14 นิ้ว,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-legion-slim,prose_or_frontmatter_mention,16 นิ้ว,src/content/brands/lenovo-legion-slim.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,popularModels_chip,"Lenovo LOQ 15 (Intel Core)",src/content/brands/lenovo-loq-15-16.md,repo_frontmatter,medium,yes
lenovo,,lenovo-loq-15-16,popularModels_chip,"Lenovo LOQ 15 (AMD Ryzen)",src/content/brands/lenovo-loq-15-16.md,repo_frontmatter,medium,yes
lenovo,,lenovo-loq-15-16,popularModels_chip,Lenovo LOQ 16 (หน้าจอ 16 นิ้ว),src/content/brands/lenovo-loq-15-16.md,repo_frontmatter,medium,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,AMD Ryzen 5,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,RTX 3050,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,RTX 4050,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,RTX 4060,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,144Hz,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,165Hz,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,16 นิ้ว,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,,lenovo-loq-15-16,prose_or_frontmatter_mention,15.6 นิ้ว,src/content/brands/lenovo-loq-15-16.md,repo_text,medium_low,yes
lenovo,lenovo-thinkbook,,popularModels_chip,"ThinkBook 14 / 15",src/content/brands/lenovo-thinkbook.md,repo_frontmatter,medium,yes
lenovo,lenovo-thinkbook,,popularModels_chip,"ThinkBook Plus (มีสองหน้าจอ)",src/content/brands/lenovo-thinkbook.md,repo_frontmatter,medium,yes
lenovo,lenovo-thinkbook,,popularModels_chip,ThinkBook Yoga (พับหน้าจอได้),src/content/brands/lenovo-thinkbook.md,repo_frontmatter,medium,yes
lenovo,lenovo-thinkbook,,prose_or_frontmatter_mention,Intel Core i3,src/content/brands/lenovo-thinkbook.md,repo_text,medium_low,yes
lenovo,lenovo-thinkbook,,prose_or_frontmatter_mention,AMD Ryzen 3,src/content/brands/lenovo-thinkbook.md,repo_text,medium_low,yes
lenovo,lenovo-yoga,,popularModels_chip,"Yoga 7 / 7i (พับหมุน 360 องศา)",src/content/brands/lenovo-yoga.md,repo_frontmatter,medium,yes
lenovo,lenovo-yoga,,popularModels_chip,"Yoga 9 / 9i (รุ่นพรีเมียมเรือธง)",src/content/brands/lenovo-yoga.md,repo_frontmatter,medium,yes
lenovo,lenovo-yoga,,popularModels_chip,Yoga Slim (ดีไซน์บางเบาไม่พับจอ),src/content/brands/lenovo-yoga.md,repo_frontmatter,medium,yes
lenovo,lenovo-yoga,,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/lenovo-yoga.md,repo_text,medium_low,yes
lenovo,lenovo-yoga,,prose_or_frontmatter_mention,AMD Ryzen 5,src/content/brands/lenovo-yoga.md,repo_text,medium_low,yes
lenovo,,,popularModels_chip,"Lenovo Legion 5 / Pro / Slim",src/content/brands/lenovo.md,repo_frontmatter,medium,yes
lenovo,,,popularModels_chip,"Lenovo LOQ 15 / 16",src/content/brands/lenovo.md,repo_frontmatter,medium,yes
lenovo,,,popularModels_chip,Lenovo ThinkPad / IdeaPad / Yoga,src/content/brands/lenovo.md,repo_frontmatter,medium,yes
lenovo,,,prose_or_frontmatter_mention,RTX 3060,src/content/brands/lenovo.md,repo_text,medium_low,yes
lenovo,,,prose_or_frontmatter_mention,RTX 4060,src/content/brands/lenovo.md,repo_text,medium_low,yes
lenovo,,,prose_or_frontmatter_mention,144Hz,src/content/brands/lenovo.md,repo_text,medium_low,yes
lenovo,,,prose_or_frontmatter_mention,165Hz,src/content/brands/lenovo.md,repo_text,medium_low,yes
lg,lg-gram,,popularModels_chip,"Gram 14",src/content/brands/lg-gram.md,repo_frontmatter,medium,yes
lg,lg-gram,,popularModels_chip,"Gram 16",src/content/brands/lg-gram.md,repo_frontmatter,medium,yes
lg,lg-gram,,popularModels_chip,Gram 17,src/content/brands/lg-gram.md,repo_frontmatter,medium,yes
lg,lg-gram,,prose_or_frontmatter_mention,Intel Core i5,src/content/brands/lg-gram.md,repo_text,medium_low,yes
lg,lg-gram,,prose_or_frontmatter_mention,17 นิ้ว,src/content/brands/lg-gram.md,repo_text,medium_low,yes
lg,,,popularModels_chip,"LG Gram 14",src/content/brands/lg.md,repo_frontmatter,medium,yes
lg,,,popularModels_chip,"LG Gram 16",src/content/brands/lg.md,repo_frontmatter,medium,yes
lg,,,popularModels_chip,LG Gram 17,src/content/brands/lg.md,repo_frontmatter,medium,yes
macbook,,macbook-air-13,popularModels_chip,"MacBook Air 13 M1",src/content/brands/macbook-air-13.md,repo_frontmatter,medium,yes
macbook,,macbook-air-13,popularModels_chip,"MacBook Air 13 M2",src/content/brands/macbook-air-13.md,repo_frontmatter,medium,yes
macbook,,macbook-air-13,popularModels_chip,MacBook Air 13 M3 / M4 / M5,src/content/brands/macbook-air-13.md,repo_frontmatter,medium,yes
macbook,,macbook-air-13,prose_or_frontmatter_mention,M1,src/content/brands/macbook-air-13.md,repo_text,medium_low,yes
macbook,,macbook-air-13,prose_or_frontmatter_mention,M2,src/content/brands/macbook-air-13.md,repo_text,medium_low,yes
